,State,Year,Total Housing Units,House Heating Fuel: Gas,House Heating Fuel: Propane,House Heating Fuel: Electric,House Heating Fuel: Fuel Oil,House Heating Fuel: Wood,Year Built: 2010-2013,Year Built: 2000-2009,Year Built: 1990-1999,Year Built: 1980-1989,Year Built: 1970-1979,Year Built: 1960-1969,Year Built: 1950-1959,Year Built: 1940-1949,Year Built: before 1940,Units in Structure: 1 DETACHED,Units in Structure: 1 ATTACHED,Units in Structure: 2,Units in Structure: 3-4,Units in Structure: 5-9,Units in Structure: 10-19,Units in Structure: 20-49,Units in Structure: 50+,Units in Structure: Mobile Home,"Units in Structure: Boat,RV,Van,Etc.",Number of Rooms: 1,Number of Rooms: 2,Number of Rooms: 3,Number of Rooms: 4,Number of Rooms: 5,Number of Rooms: 6,Number of Rooms: 7,Number of Rooms: 8,Number of Rooms: 9+,Median Number of Rooms,Owner-Occupied,Renter-Occupied,Avg household size of owner-occupied unit,Avg household size of renter-occupied unit,Household Income: Total:,"Household Income: Less than $10,000","Household Income: $10,000 to $14,999","Household Income: $15,000 to $19,999","Household Income: $20,000 to $24,999","Household Income: $25,000 to $29,999","Household Income: $30,000 to $34,999","Household Income: $35,000 to $39,999","Household Income: $40,000 to $44,999","Household Income: $45,000 to $49,999","Household Income: $50,000 to $59,999","Household Income: $60,000 to $74,999","Household Income: $75,000 to $99,999","Household Income: $100,000 to $124,999","Household Income: $125,000 to $149,999","Household Income: $150,000 to $199,999","Household Income: $200,000 or more",Median Household Income,Total Population,Year Built: 2014 or later
43,Iowa,2016,1362619,770810,163483,263647,7480,19699,30309,158859,147103,99958,200408,145103,142150,74567,357878,1002916,51981,32018,46736,51475,53184,47452,26110,50426,321,17308,29509,100076,201109,248113,231256,185149,143013,207086,5.9,2219945,786551,2.51,2.19,1242641,75624,60809,61346,65013,64268,65171,58969,63300,53584,107725,138837,172210,104883,57858,49988,43056,54570.0,3106589,6284.0
44,Kansas,2016,1248955,741955,85401,259633,1412,19696,21175,147665,159036,146512,192794,128853,163407,74536,210979,907882,56796,31250,42616,47447,47124,31395,25956,57911,578,22759,24348,87555,173546,234541,214461,168327,131983,191435,5.9,1946905,872298,2.63,2.32,1115858,70550,54383,54565,59678,59070,59827,56512,55887,49228,95472,120467,141242,93675,52872,47916,44514,53571.0,2898292,3998.0
45,Kentucky,2016,1951090,646338,108049,884842,15125,48927,41359,298498,337490,249316,331419,213707,184791,92386,195973,1308668,48190,59144,79614,93485,65520,29968,29059,236440,1002,25688,32221,134290,324768,443187,368517,241765,163316,217338,5.5,2925217,1355858,2.55,2.38,1718217,166777,114927,109055,103977,97375,95769,87724,86355,73833,137027,169183,190731,118183,64316,53630,49355,44811.0,4411989,6151.0
46,Louisiana,2016,2011700,597941,38507,1076483,988,10034,60184,318075,255765,299980,374076,261285,200577,92678,139098,1310532,56133,81871,84763,66789,58762,39421,44861,265977,2591,28292,36837,154501,346154,512857,396006,239028,149311,148714,5.4,3019486,1497631,2.67,2.5,1731398,175389,116057,112979,104920,94157,91013,81081,80312,69560,125452,156880,187431,127013,74489,71073,63592,45652.0,4645670,9982.0
47,Maine,2016,727127,35834,48153,29389,350795,72713,9938,94163,88710,106599,103050,53404,53151,35632,180804,509087,16478,37256,40765,27055,11524,12233,10394,62116,219,19277,26466,69043,128839,145736,128533,85660,55551,68022,5.3,967801,326317,2.46,2.08,551109,37232,32820,32065,30013,30269,31392,26836,26035,24399,46296,59455,70080,43209,22830,19981,18197,50826.0,1329923,1676.0
48,Maryland,2016,2421909,967339,71561,877347,207818,29813,46598,294477,349775,376184,348251,284996,283026,133511,295753,1247746,517158,38199,55153,117834,203316,53568,151900,36138,897,32036,42633,181556,311185,355404,412297,334780,273640,478378,6.2,3984325,1835246,2.75,2.52,2177492,110563,69385,69563,74485,75783,79093,73710,79977,74631,154873,213460,288676,233501,167567,200287,211938,76067.0,5959902,9338.0
49,Massachusetts,2016,2836658,1295544,78533,384621,723433,41526,33222,210412,213879,305588,331248,290505,324485,165024,955330,1480037,150133,289336,305757,165245,121059,124420,176232,23631,808,68969,88944,283375,448518,516038,497383,345851,261476,326104,5.5,4298145,2193406,2.71,2.26,2558889,153029,126832,107494,103045,91543,98585,89942,89629,81469,167450,229018,318777,256264,182821,216817,246174,70954.0,6742143,6965.0
50,Michigan,2016,4544920,2964211,319029,345879,48282,128986,39757,462276,594591,451255,700668,548829,690313,360520,687982,3279087,214425,110163,116887,190517,164359,94597,132883,240991,1011,60343,84569,331699,641952,940105,908228,603712,422304,552008,5.7,7064916,2615496,2.59,2.32,3860394,299722,204099,214199,214535,202578,212026,191991,191636,168823,316135,398018,463821,299007,172258,164910,146636,50803.0,9909600,8729.0
51,Minnesota,2016,2382855,1416552,218543,360181,46177,52503,38043,348683,327268,309491,363447,231177,242786,112538,400599,1601384,177630,53981,49634,52583,81653,120310,164382,80585,713,41728,69464,213573,335189,357465,354080,303469,260671,447216,6.0,3964888,1351576,2.6,2.22,2135310,108626,89868,90360,96122,91027,94595,93740,93297,85671,169427,229691,300116,209410,129985,130602,122773,63217.0,5450868,8823.0
0,Mississippi,2016,1295242,339164,129625,607649,1595,15721,33116,232203,230439,193380,243251,153195,97163,47361,60175,897546,15339,30569,39229,59996,30944,12773,14115,193308,1423,17552,21297,80516,208328,336619,268606,164198,96917,101209,5.5,1965791,929053,2.63,2.64,1098803,122106,84096,80213,70762,65980,63680,55943,55784,44924,86008,100164,113364,66304,34344,29934,25197,40528.0,2989192,4959.0
1,Missouri,2016,2738774,1218420,212748,827386,5005,92875,50007,386096,398766,334157,431316,315753,290358,138238,386130,1923077,90834,94010,129493,107313,94231,56840,67856,173457,1663,40036,51511,202020,428013,600387,507314,345948,244389,319156,5.6,4071926,1812881,2.57,2.3,2372362,178563,133190,131639,136303,130940,134732,122925,121309,104434,199678,245202,283744,176070,97921,92577,83135,49593.0,6059651,7953.0
2,Montana,2016,491439,222625,48603,94549,4263,35090,11761,77510,68303,55253,91242,43502,46313,25196,69981,339852,16020,16634,22958,14089,9913,9364,7668,54390,551,14036,16351,43837,86407,95918,74596,53868,42227,64199,5.4,683997,310544,2.47,2.29,412653,29264,24715,23561,25356,23023,24488,22762,20705,17852,34178,44026,48622,30699,16258,13603,13541,48380.0,1023391,2378.0
3,Nebraska,2016,815006,450590,56010,214431,2899,10158,18188,99569,92674,77781,132614,92767,80555,40561,176771,592434,31268,16465,20864,32846,38838,29449,23690,28851,301,12284,21589,65581,111896,137719,129604,105730,88720,141883,6.0,1267183,562199,2.59,2.23,741581,43275,36213,35588,40147,38140,39512,36960,36334,33429,63877,82811,96780,65314,34609,31282,27310,54384.0,1881259,3526.0
4,Nevada,2016,1200517,627418,27574,344172,6832,14716,27007,358568,323821,189131,158918,74324,35721,13484,13913,714017,55495,15803,73325,100221,68475,35642,70564,65635,1340,34336,40588,130377,222485,257066,215792,133509,81868,84496,5.2,1534114,1267669,2.72,2.72,1030701,66328,46697,50934,55699,55380,57468,51215,53351,47299,87970,114366,130981,82922,47802,43701,38588,53094.0,2839172,5630.0
5,New Hampshire,2016,620729,104101,76967,44370,236681,43928,8202,74798,67096,126914,93121,54005,44493,22993,127462,394161,32839,35000,35410,29403,19411,26842,11536,36008,119,11074,16471,53257,104148,116743,108579,79563,58629,72265,5.6,951429,334186,2.58,2.19,521373,21042,19590,20456,21202,20952,22156,20542,21653,20798,39713,55630,74611,55655,34483,38515,34375,68485.0,1327503,1645.0
6,New Jersey,2016,3586442,2383517,61761,391307,314964,14934,43447,342598,337360,425816,461636,488150,553270,277896,646007,1920146,337304,339694,232064,171477,179514,138755,232222,34518,748,84357,77013,367263,551899,607593,576719,449080,370944,501574,5.7,5805032,2923069,2.83,2.55,3195014,174835,119850,126336,128200,120418,120719,113490,113924,101987,214080,286887,394405,324399,225196,286629,343659,73702.0,8915456,10262.0
7,New Mexico,2016,912445,505895,60511,130546,998,52087,16826,147503,161425,154255,162500,94595,90090,37064,44603,590140,33879,16702,33128,26230,23627,15843,20565,150613,1718,24145,21695,69616,158106,224586,185203,109324,61070,58700,5.3,1400512,639033,2.71,2.6,762551,73898,49598,47617,48016,42560,41371,36488,37049,32780,58719,71473,86104,53599,30295,29082,23902,45674.0,2082669,3584.0
8,New York,2016,8191568,4161669,261912,801149,1732065,144316,88397,540736,501747,622665,820469,1024312,1220670,694929,2664995,3431342,406433,860851,595589,428145,339842,661359,1271603,192890,3514,331985,301565,1243046,1518682,1365045,1219764,834771,615167,761543,5.0,10805003,8313819,2.77,2.47,7266187,556825,373344,352269,339512,314369,317861,291582,289571,251651,506149,671207,865492,640702,421549,489214,584890,60741.0,19697457,12648.0
9,North Carolina,2016,4453767,933820,282552,2359637,137891,78387,123719,910136,906650,712075,628992,419205,324762,164893,240918,2903926,176322,93188,123309,196792,185839,108676,73278,590302,2135,61251,72971,304911,762605,1039151,834119,545676,363337,469746,5.5,6367163,3319225,2.58,2.47,3815392,294399,232150,219592,221068,216477,219354,195323,194664,171241,312635,374954,442371,269886,152366,149685,149227,48256.0,9940828,22417.0
10,North Dakota,2016,350134,125601,39072,121175,9487,1743,19035,46719,38715,40573,67069,33320,32974,16462,50652,207060,18820,7138,14041,13803,19306,30894,12049,26879,144,6424,11192,34447,59111,58850,47542,38674,33327,60567,5.6,485792,223916,2.51,2.01,305163,18488,13946,12587,14148,14521,15106,13596,14660,13167,24072,32554,42372,29184,16579,15324,14859,59114.0,736162,4615.0
11,Ohio,2016,5146944,3048062,239635,1057555,107437,89646,59013,506744,609783,465388,733865,632473,736303,327211,1064915,3530057,230739,228571,228428,250247,206748,105552,169641,195564,1397,67305,80587,351557,702609,999983,1029624,737270,522712,655297,5.9,7726115,3549438,2.55,2.27,4601449,362790,249837,255923,259028,241591,249666,226538,226913,198455,379214,472799,559520,356366,204562,189677,168570,50674.0,11586941,11249.0
12,Oklahoma,2016,1699462,772275,99719,545916,2054,27916,49436,242659,201045,252187,328259,202298,180192,95874,138453,1235776,34510,33923,43816,63823,58564,32263,32766,161687,2334,28457,31355,125103,274469,436964,352690,207976,118272,124176,5.4,2512787,1252828,2.62,2.5,1461500,113663,86545,85166,86473,83444,83007,76051,75280,63935,121440,153583,170992,105512,55697,52222,48490,48038.0,3875589,9059.0
13,Oregon,2016,1706290,589168,26451,768892,35962,106913,28558,257351,292933,187269,336563,163177,142168,92118,198949,1085466,76043,49582,74915,75229,61818,52980,84415,141426,4416,41909,61263,149168,301102,349610,295686,198446,135000,174106,5.4,2437432,1456723,2.57,2.44,1545745,106828,78916,81988,81866,82525,79438,74240,74295,66292,125120,161757,195969,126665,74656,68882,66308,53270.0,3982267,7204.0
14,Pennsylvania,2016,5592175,2539902,200609,1093789,865037,143228,64845,472875,532992,538548,699728,574892,771854,440744,1483741,3197501,1031343,255166,230853,183067,140417,114435,214180,223754,1459,100775,103240,402389,689111,906503,1206152,824109,602176,757720,6.0,8900577,3454249,2.6,2.25,4961929,334227,252508,262162,257535,247627,248062,228082,231386,204703,400015,507393,622834,418790,253263,249749,243593,54895.0,12783977,11956.0
27,Puerto Rico,2016,1571744,1084,12672,163343,159,180,9731,205353,249577,257886,350659,267272,139824,54897,35773,1060015,183595,57671,54093,70426,51745,27295,61684,5202,18,31008,52551,156426,392705,567239,233369,75471,39527,23448,4.8,2433332,1056828,2.87,2.72,1237180,355712,145159,126900,99637,81343,70005,57394,47786,38500,59846,58223,45651,21682,10158,10315,8869,19606.0,3529385,772.0
15,Rhode Island,2016,462657,215142,10946,40746,132040,7402,3222,29619,35191,50030,57232,51197,58326,33373,144052,254137,15558,51862,58082,23774,16973,13421,23888,4687,275,10863,13501,46730,80008,98182,87619,51809,34895,39050,5.3,641286,371057,2.62,2.24,410240,31633,22718,19253,19794,18359,18546,17170,17861,14681,29106,39318,52414,37483,24025,25358,22521,58387.0,1054491,415.0
16,South Carolina,2016,2192041,415728,76182,1298767,18868,19110,62409,451949,431160,371686,338845,205682,150942,69312,96930,1372505,65507,47684,61423,99825,78056,54261,47368,364076,1336,25934,28049,127649,365224,520400,428660,287761,188433,219931,5.6,3231650,1465972,2.57,2.53,1839041,156655,113279,107731,111305,106338,103689,95238,93414,81068,150124,183676,211341,129784,71386,65792,58221,46898.0,4834605,13126.0
17,South Dakota,2016,375866,157783,53263,100584,7586,6261,11598,58184,48480,38021,63161,32512,34065,18739,68895,259240,12508,6385,12278,14092,15249,14802,8091,33122,99,5715,9425,30615,60451,65309,55843,46618,40321,61569,5.8,576205,240847,2.55,2.24,333536,20631,17474,16150,17677,18183,18726,17053,17692,16235,28663,37161,45953,25793,13259,11317,11569,52078.0,851058,2211.0
18,Tennessee,2016,2873478,821761,103397,1523758,10213,51367,72926,493504,523775,416557,461538,312266,263739,136625,178409,1976590,86558,86698,92649,135325,107815,58149,58986,268466,2242,35175,41906,190003,468179,634772,551981,374418,247263,329781,5.6,4308146,2086008,2.58,2.46,2522204,208317,153299,153206,156422,146559,145019,132005,128936,110634,209483,251931,283806,169603,94153,90578,88253,46574.0,6548009,14139.0
19,Texas,2016,10441643,3390938,294938,5498738,10099,37278,414368,2210598,1623848,1761165,1707847,992118,864149,377072,398812,6814608,280210,198910,337978,502562,661573,370371,496409,762848,16174,194720,308858,1100526,1728090,2236905,1902870,1203776,789653,976245,5.3,16999917,9355406,2.96,2.64,9289554,644199,457750,469854,490569,469817,472587,436692,431486,382311,737074,920198,1102563,775702,471427,496104,531221,54727.0,26956435,91666.0
21,Utah,2016,1024047,771418,19787,108704,1108,11145,35594,223737,185792,131506,175470,74459,74209,37805,77236,706126,61304,32172,45175,33892,45987,32167,29750,36748,726,14294,21544,65651,140873,156622,135477,124287,118611,246688,6.3,2085790,816913,3.27,2.92,918367,42815,32629,34113,40398,39715,41997,40816,43514,39657,82126,110353,138605,90206,50956,48220,42247,62518.0,2948427,8239.0
20,Vermont,2016,326812,43976,39658,12572,111441,43863,4438,36205,36981,52556,50886,29487,20163,10633,84782,217491,13054,18753,21489,15737,5784,6877,5287,22229,111,10444,11880,28931,49597,58796,57484,41130,29960,38590,5.6,440806,160041,2.43,2.12,257107,14135,14475,13169,12831,12054,13388,11472,12040,10973,21798,27662,35877,22616,12508,11808,10301,56104.0,626249,681.0
22,Virginia,2016,3445357,1031638,138193,1653972,162003,81239,81776,546111,556478,574587,558836,374408,316642,160197,262438,2126020,380766,59570,96574,159951,199481,68598,175966,177236,1195,48455,60635,233827,495979,607403,577097,445104,375461,601396,6.0,5412343,2655693,2.66,2.51,3090178,175989,123543,123678,126899,126573,130222,124934,130342,115450,231874,302470,394504,293831,198144,228637,263088,66149.0,8310301,13884.0
23,Washington,2016,2966814,935542,82043,1477651,57647,114472,75303,487867,512238,402684,490268,286205,233058,145955,315883,1879652,110941,75499,109034,138705,151137,128860,165759,201345,5882,77459,110816,280171,475413,523801,486180,366239,269994,376741,5.5,4463390,2468287,2.65,2.44,2696606,159844,107677,109008,118105,111654,122801,116152,117958,108538,213739,282828,361540,258583,162473,175400,170306,62848.0,7073146,17353.0
24,West Virginia,2016,884728,304144,32574,324346,21065,46224,14090,102967,119350,110683,146676,82891,93841,67960,144522,623629,19122,18387,25153,25991,15470,10345,12588,133588,455,17022,12833,48926,136610,196086,181404,124436,78811,88600,5.7,1334381,462916,2.49,2.28,739397,71666,49119,50842,51021,44974,42362,39221,36934,33907,59723,71326,80105,47071,24009,20380,16737,42644.0,1846092,1748.0
25,Wisconsin,2016,2649597,1505845,254622,357094,58516,98887,37368,344300,372022,263304,392006,259547,297525,153101,523908,1763711,114870,172510,99520,130486,89778,100070,83908,94171,573,45531,63805,224269,432738,542017,469494,331128,234705,305910,5.5,3934024,1672439,2.54,2.19,2310246,130546,116179,117407,122618,116454,123491,111361,113247,103068,198525,252330,315177,201250,110123,95981,82489,54610.0,5754798,6516.0
26,Wyoming,2016,267987,136314,22821,50804,691,12308,7651,43231,32586,38238,55724,22106,24672,12439,30054,176615,11518,5909,12417,8993,6967,6209,2414,36381,564,4703,6989,19621,42956,52646,43710,31960,25568,39834,5.7,398018,170780,2.56,2.4,226985,11209,10336,10637,11410,10974,11166,10318,10817,9811,18119,24414,32162,23197,13254,11330,7831,59143.0,583029,1286.0
52,US,2016,135626643,56964832,5622200,44543382,6261930,2415814,2582733,19910700,19011650,18613562,21252424,14831055,14395271,7009501,17493924,83691879,7996207,5019463,5981890,6487855,6079214,4822688,6978849,8459335,109263,2843255,3468492,12329403,22539590,27616511,24276200,16395789,11461939,14695464,287.8,204680057,109293050,138.12999999999997,126.71,118953417,8599376,6145521,6085613,6194566,5853087,5926808,5461435,5456473,4814497,9259518,11772330,14407504,9878597,6039066,6379471,6679555,53977.5,322087547,525823.0
8,Alabama,2017,2231126,517019,115419,1193087,3117,18897,72001,365930,408680,329162,373677,253565,195444,94744,118294,1530174,34085,46732,64644,96238,72605,40765,45037,298911,1935,26110,26608,124907,327252,515860,468690,305306,196870,239523,5.7,3297087,1434765,2.59,2.46,1856695,170650,121688,116273,112406,102590,100223,92139,88987,76070,149492,176589,206436,133618,76939,71748,60847,46472.0,4850771,19629.0
9,Alaska,2017,313937,123003,3831,30764,74401,15301,8002,52269,44583,80435,74061,27237,15184,5311,5226,197999,22988,16465,23583,14562,8645,9659,5024,14550,462,18824,23785,40140,59327,56146,42722,28543,20131,24319,4.8,469259,241484,2.92,2.63,252536,9650,7838,8013,8854,8383,8914,8998,10163,8536,18810,26224,36745,29925,19752,23596,18135,76114.0,738565,1629.0
10,Arizona,2017,2941894,820439,68183,1497573,1836,49180,69668,737665,597398,526795,503837,217663,164984,44994,47553,1880427,142236,38409,98607,122566,145760,75547,117611,310085,10646,73435,109214,300912,513789,643861,532037,346216,213135,209295,5.2,4195590,2460534,2.68,2.69,2482311,178384,118676,123075,131903,127741,127570,119431,125103,107245,208318,254294,303811,200818,119347,119778,116817,53510.0,6809946,31337.0
11,Arkansas,2017,1353745,449671,79387,566037,1201,44213,46299,232838,248658,209961,250378,141271,93247,50582,66082,943595,21283,41699,43320,46953,49282,17243,19579,169070,1721,25018,22560,90931,228240,349138,277656,162288,94494,103420,5.4,1928408,965690,2.56,2.45,1147291,97226,78535,74451,75194,70211,67958,61588,60814,50978,95836,111618,120034,72752,40780,35900,33416,43813.0,2977944,14429.0
12,California,2017,13996299,8296331,415492,3409196,31590,208846,203659,1615173,1527242,2137731,2496506,1876273,1906691,852988,1296670,8131716,978110,343548,775541,857711,728840,684497,962670,518818,14848,497536,564799,1653670,2699071,2810016,2376280,1508011,950238,936678,5.1,21102459,17066023,3.0,2.91,12888128,694945,604666,536203,568994,523563,539988,500571,509113,456152,895758,1199773,1568843,1206637,818690,1008388,1255844,67169.0,38982847,83366.0
51,Colorado,2017,2319737,1454752,98438,459076,2070,40910,59725,427991,389527,338730,435540,206319,181371,63765,185140,1462313,161945,37404,75540,107307,133885,122366,121320,96002,1655,47791,85814,230550,356662,367247,339560,266749,229219,396145,5.7,3535421,1782975,2.62,2.43,2082531,111732,76241,78004,87613,86713,91451,90669,89361,81562,163884,213658,281673,203458,133610,146006,146896,65458.0,5436519,31629.0
35,Connecticut,2017,1507711,471826,52619,217027,574588,28634,17308,105131,114261,191939,200217,205463,225763,104251,338011,892621,81393,123040,130914,82787,56540,52031,76446,11564,375,30873,39583,132704,230785,281340,263356,197942,145416,185712,5.6,2424712,1053739,2.67,2.32,1361755,73078,48416,50964,53640,50136,49552,51651,50353,46256,92589,124347,171880,134417,97981,116915,149580,73781.0,3594478,5367.0
33,Delaware,2017,423489,147573,35829,116474,44319,3623,14819,82342,68764,59974,51566,43428,41874,19489,35181,249394,63437,6890,9678,15740,23568,7543,11245,35771,223,4030,4310,22909,51432,72012,80551,68678,51544,68023,6.2,663067,255558,2.64,2.52,352357,21106,12725,13379,15358,15148,17278,16063,14799,14645,27068,37672,48383,32105,21581,23845,21202,63036.0,943732,6052.0
