,State,Year,Total Housing Units,House Heating Fuel: Gas,House Heating Fuel: Propane,House Heating Fuel: Electric,House Heating Fuel: Fuel Oil,House Heating Fuel: Wood,Year Built: 2010-2013,Year Built: 2000-2009,Year Built: 1990-1999,Year Built: 1980-1989,Year Built: 1970-1979,Year Built: 1960-1969,Year Built: 1950-1959,Year Built: 1940-1949,Year Built: before 1940,Units in Structure: 1 DETACHED,Units in Structure: 1 ATTACHED,Units in Structure: 2,Units in Structure: 3-4,Units in Structure: 5-9,Units in Structure: 10-19,Units in Structure: 20-49,Units in Structure: 50+,Units in Structure: Mobile Home,"Units in Structure: Boat,RV,Van,Etc.",Number of Rooms: 1,Number of Rooms: 2,Number of Rooms: 3,Number of Rooms: 4,Number of Rooms: 5,Number of Rooms: 6,Number of Rooms: 7,Number of Rooms: 8,Number of Rooms: 9+,Median Number of Rooms,Owner-Occupied,Renter-Occupied,Avg household size of owner-occupied unit,Avg household size of renter-occupied unit,Household Income: Total:,"Household Income: Less than $10,000","Household Income: $10,000 to $14,999","Household Income: $15,000 to $19,999","Household Income: $20,000 to $24,999","Household Income: $25,000 to $29,999","Household Income: $30,000 to $34,999","Household Income: $35,000 to $39,999","Household Income: $40,000 to $44,999","Household Income: $45,000 to $49,999","Household Income: $50,000 to $59,999","Household Income: $60,000 to $74,999","Household Income: $75,000 to $99,999","Household Income: $100,000 to $124,999","Household Income: $125,000 to $149,999","Household Income: $150,000 to $199,999","Household Income: $200,000 or more",Median Household Income,Total Population,Year Built: 2014 or later
7,New Mexico,2017,937976,494471,51066,158057,1105,49638,28112,138568,163442,158675,168294,90331,92652,40971,38391,598406,30602,17641,36862,27601,23044,15364,22463,163897,2096,23718,25077,73062,168727,229787,177114,111332,69130,60029,5.3,1420845,624260,2.72,2.54,767705,74415,44272,44267,44888,45885,44267,38069,36865,31578,61647,71048,83354,60362,29205,31778,25805,46744.0,2088070,18540.0
8,New York,2017,8327621,4339349,294973,867925,1496843,122088,134973,513411,521860,626155,821971,1031019,1207018,683220,2696552,3491667,425973,848967,574232,430141,351697,678791,1330421,193493,2239,341160,314983,1260719,1550778,1362241,1235172,847232,628954,786382,5.0,10940127,8333121,2.78,2.47,7304332,539861,344117,318605,324836,287841,295232,274367,280334,248659,497724,651489,865908,655983,446175,555089,718112,64894.0,19849399,91442.0
9,North Carolina,2017,4622656,961624,267466,2521984,114839,62299,187123,892574,918531,703570,630647,409606,317710,165137,244002,3027389,192976,92756,130588,188327,191787,117289,90299,587857,3388,73615,76692,331973,767885,1056098,846404,560326,373032,536631,5.5,6678942,3327706,2.58,2.43,3955069,272834,209337,203207,216835,199697,208202,190186,199310,169249,319960,405994,476266,306991,188166,195515,193320,52752.0,10273419,153756.0
10,North Dakota,2017,374591,127069,43794,128773,8374,1585,30263,39651,39022,41308,64338,36691,33275,14835,46232,212556,21063,8479,14168,12934,22447,37264,18300,27234,146,10480,12719,39227,61564,57608,51574,40615,36228,64576,5.6,494496,234754,2.47,2.03,316306,19934,12052,13328,15073,14433,15008,12702,13878,11446,23336,34546,47485,30131,18805,17844,16305,61843.0,755393,28976.0
11,Ohio,2017,5201701,3055871,240591,1123993,96574,85300,85108,494547,602047,456949,746964,646503,734410,318149,1043837,3560925,237650,220911,229039,245072,208027,116894,180997,200183,2003,69572,92576,364505,710354,995093,1025540,735003,524668,684390,5.9,7767610,3573529,2.53,2.24,4667192,331728,227476,229748,246686,229240,250708,220574,227150,196561,374897,487157,595751,391930,234417,221825,201344,54021.0,11658609,73187.0
12,Oklahoma,2017,1734074,760664,93322,579530,3973,21329,70885,236959,204524,251301,322832,193335,178324,89697,135025,1259014,34380,33753,45371,66271,60510,30900,35193,165848,2834,34817,37007,124243,273058,434497,354018,207409,131350,137675,5.4,2552346,1269020,2.65,2.5,1470364,107019,82384,80987,88532,83748,82224,71256,74518,63715,121494,150077,177890,111723,62242,59707,52848,50051.0,3930864,51192.0
13,Oregon,2017,1768582,621832,27026,806011,28959,99590,48189,248489,292093,198028,337538,160141,138211,96292,200197,1132814,78937,46578,77305,75894,66943,56672,93231,135265,4943,51621,65497,151096,317494,346536,305150,201482,140433,189273,5.4,2643691,1409532,2.63,2.36,1603635,102403,68783,71532,72833,69648,76959,72554,69155,65719,129368,170472,212326,149666,85088,96480,90649,60212.0,4142776,49404.0
14,Pennsylvania,2017,5694402,2598275,222650,1158937,790353,127198,97450,495632,544414,534462,688091,577201,771516,413699,1498517,3235410,1067841,248439,225305,180953,147157,121665,237017,228843,1772,130647,122162,408800,696163,903925,1218759,820597,614781,778568,6.0,8889212,3492837,2.6,2.2,5008751,361529,225094,234138,245062,230004,230583,210767,215378,193032,384089,514097,645417,443136,280173,291842,304410,59195.0,12805537,73420.0
27,Puerto Rico,2017,1561802,941,13351,149526,0,53,15528,196627,228635,268306,362308,261602,131775,61114,32238,1069670,179133,54899,52411,65701,43286,29572,60732,6312,86,30623,49907,148637,413463,580524,218411,66492,35055,18690,4.7,2247889,1049928,2.8,2.7,1191305,349478,139534,122356,98984,72554,65333,50837,45550,39152,62286,53520,44733,18963,10806,7293,9926,19343.0,3337177,3669.0
15,Rhode Island,2017,468266,216466,12165,43380,126191,5952,5438,27243,35646,51184,58658,56373,54386,32238,142833,258438,13933,54576,56054,21729,18432,15606,24355,4905,238,11364,13022,51855,81553,98625,84067,55147,35499,37134,5.3,659052,358663,2.65,2.24,408748,25342,21960,20684,19771,16557,16087,16869,15567,12856,26853,40014,53632,40499,26792,28002,27263,63870.0,1059639,4267.0
16,South Carolina,2017,2284820,415962,65032,1380808,15188,14996,91350,435842,435564,380542,336744,200756,153102,65929,94001,1432360,64893,43463,70377,96995,75961,58060,64447,375996,2268,33318,30800,141410,371621,533969,439648,300119,202239,231696,5.6,3398666,1489216,2.6,2.5,1905100,154048,99344,99758,112719,104445,107655,88949,91468,82640,153322,197621,223616,146519,80756,81969,80271,50570.0,5024369,90990.0
17,South Dakota,2017,392650,161222,51864,111476,7317,5105,19197,56250,47296,37007,63823,32865,35292,16276,70708,264196,13745,7996,14128,16224,17571,16813,9076,32717,184,8980,11016,30694,63199,69137,55895,46056,42615,65058,5.7,594155,241527,2.55,2.17,344260,20228,15472,17132,18003,17173,20122,15462,16372,13270,27534,38738,47574,31112,18094,14826,13148,56521.0,869666,13936.0
18,Tennessee,2017,2958799,819872,97227,1608010,9740,41106,102596,477566,538282,408999,455881,300309,262147,141148,171332,2025192,84502,81170,95049,141497,120188,63218,72611,272708,2664,41165,52148,205753,478783,635051,553624,381013,265583,345679,5.6,4382736,2178524,2.59,2.43,2588655,187701,143824,139647,140979,133815,142134,133304,123902,113266,220455,270899,305317,198044,114047,107322,113999,51340.0,6715984,100539.0
19,Texas,2017,10933375,3422516,281245,5824591,9195,28835,589160,2095201,1665697,1776968,1640577,994721,854335,370366,393330,7105341,288964,206625,348816,519410,689692,407339,551962,795075,20151,230056,366528,1139451,1797409,2287984,1981205,1220319,841270,1069153,5.3,18023586,9674499,3.02,2.64,9623874,640979,403244,424262,484266,436832,467654,424377,434375,384691,756169,969716,1179445,856153,541828,585220,634663,59206.0,28304596,553020.0
21,Utah,2017,1084685,799822,19585,134315,889,11408,53945,213157,192467,135540,175558,77023,74091,37255,77297,741226,67480,29814,50477,38457,44083,35676,39854,36944,674,21192,24258,69772,142818,153708,142328,129319,125010,276280,6.4,2227464,826808,3.27,2.81,975448,40816,29862,30285,36636,37060,41322,40640,43738,36690,80996,118947,145310,112462,61756,63276,55652,68358.0,3101833,48352.0
20,Vermont,2017,335248,47036,43339,14035,107395,38840,7472,37528,37028,50256,52299,26846,19595,9401,89594,219954,12895,21447,19952,17496,6538,8059,5922,22664,321,14061,13713,27852,49253,61555,56610,41389,30921,39894,5.5,437812,160792,2.45,2.06,256629,13260,13032,12873,13569,11818,14024,10222,11773,10051,21659,28153,34502,22266,14896,11231,13300,57513.0,623657,5229.0
22,Virginia,2017,3512917,1041717,137068,1708026,140235,69309,119692,544012,540112,568073,537547,374473,313922,157460,263160,2163862,385902,53602,95855,170365,198295,70496,191571,181909,1060,53458,70595,239794,493956,597766,585654,457342,377083,637269,6.0,5599418,2628308,2.7,2.52,3120880,164966,115141,112507,118982,110755,120403,119135,116512,114215,225466,303003,412608,312358,205749,259987,309093,71535.0,8470020,94466.0
23,Washington,2017,3103263,974414,83993,1599616,46277,107887,107774,474117,519528,402702,487832,295857,233772,151304,324308,1961610,123045,70732,113819,137439,158679,145738,196342,188670,7189,101698,128063,290856,511106,514159,507600,374975,277188,397618,5.5,4755185,2507568,2.67,2.37,2840377,149484,98698,95900,107546,97868,112870,108141,112406,110336,211994,291076,387052,296780,197783,220067,242376,70979.0,7405743,106069.0
24,West Virginia,2017,892240,288530,37545,316115,20958,43857,20542,111850,115560,102819,143815,81557,96700,65374,140482,626976,19857,19699,26410,25517,14678,10845,13582,134178,498,15162,13859,50844,138272,201508,175460,121077,78343,97715,5.7,1314670,453755,2.53,2.31,715308,70097,46980,50633,48781,39103,40101,35968,34256,28292,58907,69641,77770,46350,25578,23678,19173,43469.0,1815857,13541.0
25,Wisconsin,2017,2695303,1534863,266776,383680,45798,82968,52494,338870,366516,263431,392127,258072,291603,150347,532461,1789760,115633,169684,103038,131333,95580,106225,92220,90931,899,56428,65121,224848,436205,528692,482778,333654,236737,330840,5.6,3964583,1685001,2.53,2.15,2350293,117923,108087,106724,119466,108995,112016,112026,112221,100033,188290,259494,326881,220739,128692,125514,103192,59305.0,5795483,49382.0
26,Wyoming,2017,276733,137155,21945,49131,548,12744,10832,44526,27912,40027,53656,21982,24106,14017,32422,184224,11780,6724,11115,10050,6765,5772,1401,38674,228,5337,7301,22574,44254,52552,43904,30464,27179,43168,5.6,409177,156005,2.56,2.36,225796,13938,8496,10043,10973,9472,12083,9321,9948,9259,18344,24816,32394,24702,13153,10926,7928,60434.0,579315,7253.0
52,US,2017,138969110,57688230,5642471,46922664,5649048,2120990,3832296,19347131,19178556,18635496,21135189,14817085,14283766,6823859,17520639,85802788,8235797,4969516,6042966,6490537,6108866,5086323,7597774,8506744,127799,3297121,3808956,12567944,22850108,27577874,24678466,16662500,11869337,15656804,287.8,211033335,109896423,139.19,125.20000000000003,121254123,8146110,5562100,5502834,5899068,5374782,5691236,5257294,5337833,4743585,9205439,12038277,15075876,10783833,6773436,7527609,8334811,58286.5,329056355,3395093.0
0,Alabama,2018,2274711,502864,104577,1218383,2525,15891,87959,342493,423477,330334,360348,252163,194977,92027,110623,1553659,35014,47366,65919,95316,76921,42321,54261,300058,3876,36879,27842,130414,326241,507767,463735,315951,212263,253619,5.7,3321540,1448888,2.63,2.44,1855184,169158,110519,110325,109568,91725,96535,87783,82019,71749,143962,178002,222472,142340,82380,82375,74272,49861.0,4887871,80310.0
1,Alaska,2018,318352,122020,5640,34656,73236,12918,10349,51075,44482,80678,73867,25508,14692,5357,5149,200691,23184,17649,23337,14417,8792,10105,5161,14675,341,16047,24298,41725,64205,55966,43197,27769,19665,25480,4.7,490057,220609,2.93,2.52,254551,11444,8384,8000,8322,8725,8058,9890,8058,8305,18403,30848,34149,29872,18533,21159,22401,74346.0,737438,7195.0
2,Arizona,2018,3035902,858830,74563,1578580,2817,51457,92314,707465,607657,538476,494270,231152,155609,48722,39218,1950408,138677,36717,101914,124619,130601,76780,153694,311264,11228,80278,114003,302099,512751,648811,566200,365440,221982,224338,5.3,4589745,2422459,2.71,2.63,2614298,157644,94826,116666,131479,116211,127277,127296,118412,107985,221756,278318,342393,227627,144280,149497,152631,59246.0,7171646,121019.0
3,Arkansas,2018,1380521,427676,82510,598185,1607,39943,55849,217218,237087,205722,251156,141168,96734,51091,64472,965493,23840,43102,47037,46792,52405,19704,21377,157698,3073,33945,28648,92801,212208,342774,280503,170784,102473,116385,5.4,1974346,955252,2.6,2.41,1156347,94571,70128,67127,74669,65034,65082,61532,56945,57006,95318,110606,122162,84215,46656,43601,41695,47062.0,3013825,60024.0
4,California,2018,14277867,8342368,426163,3496270,33503,182905,248659,1553769,1561579,2118545,2512178,1925945,1896629,817270,1299845,8177141,1014941,358619,783963,874649,742139,712922,1074890,524604,13999,577749,604864,1706914,2757196,2789826,2423866,1488368,982622,946462,5.0,21718344,17012851,3.03,2.88,13072122,670677,515804,456076,520133,458689,485094,458942,477566,425951,840945,1203718,1601641,1297651,878474,1166279,1614482,75277.0,39557045,343448.0
5,Colorado,2018,2424128,1502352,103320,503980,2500,34473,78367,411996,400967,348550,421292,210544,182838,63503,183811,1493822,169278,40646,82484,108085,143438,136185,145417,103021,1752,60373,101067,246177,373187,363851,357686,277058,233502,411227,5.7,3782924,1791492,2.67,2.36,2176757,105586,70926,72175,83876,74956,87127,84288,86907,82438,158913,222283,297089,229270,151981,179501,189441,71953.0,5695564,122260.0
8,Connecticut,2018,1521123,497422,60526,232420,549036,22954,21198,99695,116912,186814,206054,207897,228844,108029,321027,891596,81320,124872,136221,81988,54809,50802,85754,13584,177,32431,43657,134759,233117,278576,278568,187539,143851,188625,5.6,2378173,1081248,2.62,2.29,1378091,73192,53662,46881,52633,49654,49303,45363,51532,41750,91721,122197,168673,134641,97632,128226,171031,76348.0,3572665,24653.0
6,Delaware,2018,438659,157776,37299,122903,42215,2904,16981,70362,68418,61053,50015,48910,45314,17979,37895,252049,74414,5466,8995,14202,23207,6856,13778,39342,350,4863,3850,26349,47816,68006,95061,70732,54768,67214,6.2,675281,266930,2.59,2.51,367671,22040,14567,12155,18515,17266,17000,13796,14614,13958,27049,39991,50462,35909,21962,24090,24297,64805.0,967171,21732.0
7,District of Columbia,2018,319579,146306,3024,129222,2581,0,8777,25260,9769,11770,21964,36491,40819,36384,108907,40050,72989,10221,24071,26455,29639,23570,91908,428,248,23620,32912,71418,55221,36899,29545,25257,17288,27419,4.1,298886,363940,2.46,2.19,287476,26780,13332,7625,7998,7778,9161,7109,8411,6921,13113,21919,30730,26516,20875,26259,52949,85203.0,702455,19438.0
9,Florida,2018,9547762,365966,63395,7210000,11959,10182,249919,1815421,1587971,1924649,1675498,841693,653259,190487,200005,5176260,578839,197227,370814,481552,553287,556556,789208,830692,13327,183850,240764,953598,2001790,2183858,1731055,999142,643878,609827,5.1,13716762,7152202,2.66,2.69,7809358,511203,351037,377751,413800,381721,404479,378096,365568,339901,636955,800117,947939,646465,384194,403407,466725,55462.0,21299325,408860.0
10,Georgia,2018,4326266,1473926,173300,2101878,7125,25156,124362,903738,867310,717520,605534,373627,257784,115567,176947,2868497,166456,98616,121415,189360,204436,124738,171384,377463,3901,57249,71005,283706,590322,839892,803442,593430,431063,656157,5.9,6694204,3560709,2.76,2.59,3803012,268881,157261,170884,192147,178532,183149,157073,175543,154010,290492,386250,467779,340039,201312,224434,255226,58756.0,10519475,183877.0
12,Hawaii,2018,546261,11004,7370,134854,215,1301,13987,69834,75854,85441,127309,78085,42530,19325,19472,288575,50280,11219,21758,33494,29155,31053,79761,952,14,32404,41382,77627,115198,103047,76177,42186,25644,32596,4.6,836819,539918,3.15,2.84,455309,24091,9842,14171,13740,14803,17909,14612,18829,14371,29884,40807,60450,53504,37961,43919,46416,80212.0,1420491,14424.0
11,Idaho,2018,735703,334824,31162,212296,10065,44366,22819,136851,134583,78687,133468,48172,48929,27807,62450,532952,24127,17811,31382,19049,16671,12179,16743,62654,2135,13248,19919,47973,102499,138606,133324,96398,74951,108785,5.8,1253504,470543,2.77,2.51,640270,35130,27612,28601,36436,26828,33413,32798,34868,30196,57852,77036,79485,55652,28503,29123,26737,55583.0,1754208,41937.0
13,Illinois,2018,5376176,3738735,201831,841843,5481,19248,77540,579074,603565,489922,793143,614398,660454,324594,1145411,3139808,310106,312337,346724,347987,208127,195272,386854,126989,1972,132616,137098,443618,854228,1032851,951046,642946,488151,693622,5.6,8595617,3848684,2.68,2.33,4864864,309799,187148,196778,230715,199822,212845,191290,198978,174986,348760,488167,607741,465929,297668,352091,402147,65030.0,12741080,88075.0
14,Indiana,2018,2903576,1548536,184265,777784,16551,47601,68738,350098,424104,282794,402319,322237,322016,160531,481396,2101210,108916,71369,102756,142058,104550,60936,67916,142873,992,43416,51435,189662,405935,599875,555165,385759,282501,389828,5.8,4672196,1832030,2.61,2.27,2599169,159391,114524,125482,134723,121949,139083,123745,129561,112909,219818,281837,355463,223160,135223,121121,101180,55746.0,6691878,89343.0
15,Iowa,2018,1409568,779024,165484,286768,6203,14855,38389,152255,151106,105059,207453,140712,139029,69310,357375,1029655,60186,31829,49075,49123,52414,51634,32155,52923,574,21423,30713,106633,211147,240497,233490,189950,148525,227190,5.9,2272887,784326,2.51,2.15,1267873,69432,54690,55490,58727,56864,62828,57372,60604,53825,104449,139857,181944,118937,71122,62459,59273,59955.0,3156145,48880.0
16,Kansas,2018,1280553,733557,89272,283269,2777,16680,35488,142649,166697,142488,187252,130027,159857,72715,206213,931250,56092,30531,44433,52279,49451,32132,28628,54785,972,29812,29961,85793,173891,224041,222262,168050,134741,212002,5.9,1974917,856961,2.63,2.23,1133408,64305,49887,52039,56065,55828,58414,50222,55902,48537,89838,122077,149661,102620,55233,64408,58372,58218.0,2911510,37167.0
17,Kentucky,2018,1995187,636965,110523,911907,14000,43532,56831,282200,346588,243435,318340,211287,185416,87219,198050,1347492,52109,56690,87141,85832,66369,31370,31232,235995,957,25711,35262,138944,325878,437353,373110,251360,164828,242741,5.6,2989018,1347687,2.56,2.39,1732713,145630,96738,93999,94964,92196,95711,86612,82543,73744,138742,171351,204609,134610,81981,70071,69212,50247.0,4468402,65821.0
18,Louisiana,2018,2076136,572612,30367,1118248,1084,7104,82116,285972,259300,311822,373471,269362,197923,81747,134948,1362202,57015,87565,83534,60419,55324,41207,58508,267311,3051,28317,41995,159751,354877,520433,410162,246908,153788,159905,5.4,3041478,1489001,2.67,2.48,1737220,162460,103020,107839,112377,94200,92737,83101,71996,66803,123309,152877,192211,131968,81551,83523,77248,47905.0,4659978,79475.0
19,Maine,2018,746592,44328,61194,41759,355904,54843,18980,87372,92723,104290,109901,51658,57135,34879,173111,515495,15915,37001,43510,30459,11449,17777,12701,61781,504,19621,27447,71216,124903,150360,132422,88910,57318,74395,5.4,982726,319842,2.42,1.95,570307,35502,31599,29359,27172,25364,28161,30294,22854,26240,45310,58087,76941,49339,31241,28110,24734,55602.0,1338404,16543.0
20,Maryland,2018,2458779,956824,80754,944809,176897,26454,64899,278926,351133,373335,332053,282532,282780,128649,286788,1257981,517969,35257,52908,121967,201584,58276,178771,33271,795,43051,54226,184818,315981,341409,408183,326145,287529,497437,6.2,4122063,1780208,2.78,2.43,2215935,107054,65054,63403,66516,62510,70470,74763,77450,67634,148530,198444,292683,243745,173348,226406,277925,83242.0,6042718,77684.0
21,Massachusetts,2018,2915043,1374460,92227,434646,657583,28621,52730,197627,221346,316645,343245,303817,326559,155338,931273,1499164,160371,279800,319082,171623,127902,134774,199051,22911,365,79427,101561,294654,466691,511314,504664,355393,262156,339183,5.5,4408830,2244923,2.72,2.24,2624294,141341,113278,95986,96255,87057,88043,80962,86603,77419,156649,227769,310924,265004,194103,257603,345298,79835.0,6902149,66463.0
22,Michigan,2018,4614552,3009520,332085,407077,40558,110656,59413,447210,611665,452254,699698,545232,687005,354393,673059,3312713,207484,106495,121591,198181,166822,100223,148573,251501,969,71633,93843,334204,643443,927250,901229,598592,435053,609305,5.8,7211830,2557816,2.56,2.24,3957466,270623,176624,178250,200691,183883,204608,187589,187862,162068,312973,413704,504604,341456,209169,219321,204041,56697.0,9995915,84623.0
23,Minnesota,2018,2455637,1431179,237190,397513,37345,43772,59096,329476,329075,318371,364482,233230,238757,110375,394701,1634981,178329,52350,48429,56431,80942,129021,192532,81691,931,49333,75475,224969,338276,353411,355489,315858,265564,477262,6.0,4113267,1366634,2.62,2.18,2194452,97476,83144,75410,85693,82942,91403,91921,89222,84109,160285,222344,303312,231763,159943,168197,167288,70315.0,5611179,78074.0
27,Mississippi,2018,1332631,329840,123545,634392,3171,12482,46625,222560,232389,203012,238567,152433,90905,44299,59887,914062,16272,34725,39112,59711,32100,17471,14901,202667,1610,19460,17893,75502,205830,334383,264898,182383,112511,119771,5.6,1984280,904190,2.62,2.57,1108630,117300,71010,71976,68810,62732,59787,52261,53030,49011,78607,110274,131216,67746,41019,40305,33546,44717.0,2986530,41954.0
28,Missouri,2018,2806296,1218643,213759,902139,4966,77808,67815,344984,403269,337491,439416,328081,276687,137342,392537,1958515,101246,91418,129205,113178,100929,57408,75130,176697,2570,51997,58999,201824,427123,604324,521299,343424,256037,341269,5.6,4154688,1797323,2.56,2.22,2434806,153553,118186,118905,126566,118065,134751,116695,122846,110011,197449,254528,303086,203045,119451,116628,121041,54478.0,6126452,78674.0
29,Montana,2018,515161,225236,56685,105015,3734,34624,16288,75648,72697,55386,90440,45762,46841,22067,69249,357557,20255,15029,22181,15387,13242,9673,9601,51208,1028,14183,18437,42384,83126,92647,83497,59030,46941,74916,5.6,725647,307693,2.49,2.19,431421,27366,21951,18131,24157,22396,21901,19036,20672,19942,37350,48702,56953,35936,19158,20393,17377,55328.0,1062305,20783.0
30,Nebraska,2018,845011,460086,58072,226898,3114,8610,23850,94368,98885,79797,134406,93950,80537,38138,171481,607992,35071,15857,21871,32620,38914,32331,29246,30959,150,14206,24042,64095,114411,135520,128650,113096,90738,160253,6.0,1314109,564044,2.6,2.17,765490,38361,33679,34686,36439,35126,36755,36267,33679,34989,64936,82701,102838,74856,44015,40328,35835,59566.0,1929268,29599.0
31,Nevada,2018,1268717,646974,26003,417183,5834,17336,42449,340853,334116,189808,166847,69785,36003,14703,14270,756031,57457,18280,82589,97930,69141,37898,82799,65075,1517,47703,53056,134389,217072,269381,224736,133027,93374,95979,5.2,1764464,1232313,2.75,2.52,1129810,74368,41667,44630,53460,47139,58742,51823,59290,50181,92355,115225,150362,103695,60008,66152,60713,58646.0,3034392,59883.0
32,New Hampshire,2018,638112,113986,86695,50260,232152,35632,13209,71634,65648,124620,100694,55019,42500,23853,127200,403645,33543,34508,35243,29293,18634,27938,16081,39053,174,12289,18667,56590,104008,119712,108288,82714,58620,77224,5.6,991875,322041,2.62,2.11,531212,22512,17139,20855,20039,20846,21696,17850,21780,16577,36323,50014,73167,57624,41832,44619,48339,74991.0,1356458,13735.0
33,New Jersey,2018,3628198,2435183,67930,437888,258889,12069,66821,324910,347662,419546,450975,488841,526380,261854,662877,1939149,349571,329672,213252,169496,182005,143938,266524,34021,570,89529,85816,371771,551820,599727,564711,447125,382307,535392,5.7,5842207,2884200,2.81,2.46,3249567,160863,100237,114845,119681,105619,113081,106240,101910,94438,196703,285234,397522,326712,243495,329913,453074,81740.0,8908520,78332.0
34,New Mexico,2018,943232,501370,57254,165963,1081,53840,21657,136470,161223,174108,161829,95165,88700,39350,43068,604140,29690,18303,40313,26119,21190,18046,23530,159315,2586,27986,24330,78731,165637,220097,184079,110373,61858,70141,5.3,1392519,659986,2.65,2.46,794093,76947,50055,42745,50641,44145,42909,37283,37196,33655,59049,78823,85598,58218,32477,33728,30624,47169.0,2095428,21662.0
35,New York,2018,8363847,4397917,308020,890554,1459976,120159,133667,495043,529934,625734,848236,1044840,1209707,655919,2683065,3492617,420883,850449,572714,438507,361400,679889,1357891,186489,3008,360713,346185,1263170,1544035,1347414,1236632,839347,624089,802262,5.0,10809040,8160221,2.73,2.39,7367015,503909,357629,310940,325741,277816,293279,263872,264265,245075,486211,636270,879308,673922,478113,585743,784922,67844.0,19542209,137702.0
36,North Carolina,2018,4684962,992077,268167,2552432,111718,62478,178526,891433,921568,711111,631463,400612,332781,162351,235129,3042712,200754,96440,123608,201095,196772,124807,106045,589967,2762,70405,76855,337978,802100,1056982,860050,566453,383934,530205,5.5,6748314,3359872,2.58,2.4,4011462,259160,196205,194513,219228,202213,208949,205633,198629,168462,329455,400895,487763,326305,195603,192509,225940,53855.0,10383620,219988.0
37,North Dakota,2018,377661,129563,45025,128042,7346,1240,27313,42539,38767,42819,64040,30934,33469,14806,48055,216035,21046,7547,13569,14313,18763,40477,20281,25572,58,9518,12649,40086,63675,64533,47519,38313,36655,64713,5.5,496111,238882,2.49,1.99,319355,18381,12933,13222,12498,13048,13015,13109,13518,15369,24677,33698,43633,35916,19893,20234,16211,63837.0,760077,34919.0
38,Ohio,2018,5217617,3067626,244785,1137973,93915,78335,86913,482287,625441,465655,748165,624052,723846,325051,1031786,3569255,241553,213417,227263,248862,210271,115918,197559,192458,1061,70523,90765,367366,694900,985215,1033435,729870,530743,714800,5.9,7834401,3539447,2.54,2.21,4685447,330132,220602,223073,235211,223840,236388,215081,218978,196246,373260,482444,603015,419339,242667,238864,226307,56111.0,11689442,104421.0
39,Oklahoma,2018,1743073,759085,100674,584523,3353,22935,71166,217115,195200,260280,324542,200052,181812,87642,133231,1271746,33720,32390,46143,66185,62486,31474,37145,158706,3078,31264,35476,126400,267191,435983,366127,211309,125260,144063,5.4,2550554,1282426,2.62,2.5,1485310,105449,76081,75801,83436,72644,82739,74624,73946,66839,122187,157398,182783,116656,67424,64313,62990,51924.0,3943079,72033.0
40,Oregon,2018,1788743,617243,26707,845916,28320,100126,39256,242024,306176,200509,333781,165437,141152,94195,196664,1128451,77192,44404,73750,81106,73911,63832,97895,140938,7264,53562,72073,164582,310634,351843,299784,205688,143973,186604,5.3,2650426,1451934,2.59,2.36,1639970,87029,65916,68119,72004,72315,74113,73532,70618,66481,124516,173116,222273,154589,99252,106788,109309,63426.0,4190713,69549.0
41,Pennsylvania,2018,5713136,2592386,225476,1198450,806761,128110,92658,447739,540662,552334,733495,568773,765516,409940,1500167,3253824,1062639,247288,234854,183108,146766,126878,235557,220642,1580,113339,112594,422195,717373,887343,1204109,826682,614732,814769,6.0,8910646,3474420,2.56,2.18,5070931,323468,222113,236265,236328,231346,238866,215296,206570,199994,383925,521111,647732,470594,293297,313969,330057,60905.0,12807060,101852.0
26,Puerto Rico,2018,1553061,978,10308,128332,194,0,15010,186270,241295,252295,353875,278130,138783,50929,32300,1071943,183062,45146,43633,67120,43821,26571,65899,5866,0,25792,50458,135597,409126,582795,225383,70410,32161,21339,4.8,2174343,985352,2.74,2.55,1179637,317019,144175,122517,100602,75656,64454,56826,47885,40672,58875,54787,44369,22355,9560,8143,11742,20296.0,3195153,4174.0
42,Rhode Island,2018,469153,226173,11618,41491,117880,4634,4575,25689,36407,54762,56502,50971,58962,29961,147082,259639,15483,49447,61514,20972,17457,13550,25978,4873,240,12017,12794,54826,76690,94976,86746,52510,38481,40113,5.3,661036,355048,2.63,2.29,406573,27723,21024,18233,16063,15711,16487,15664,16304,11939,31954,38585,49257,44217,25366,29440,28606,64340.0,1057315,4242.0
43,South Carolina,2018,2318291,438188,67015,1382708,15078,13882,93235,429500,435950,376261,331740,205690,152513,65331,97577,1461576,72604,44120,66019,95349,78387,65925,62570,369201,2540,41554,34148,140748,367681,526228,438028,308984,207938,252982,5.6,3462658,1485646,2.59,2.51,1927991,146174,98335,98970,105352,98060,106616,89956,89166,84302,153639,204249,240687,151985,83136,89476,87888,52306.0,5084127,130494.0
44,South Dakota,2018,397506,161455,55267,109872,5712,6415,17695,53469,52880,38250,64588,31466,35530,16705,69655,268118,14848,6303,15680,14853,17655,15972,9611,34039,427,7899,11734,32373,61355,64265,60850,49355,41566,68109,5.8,597949,250243,2.55,2.26,345449,19810,15170,13864,15293,17024,20878,16522,17793,17637,27562,37876,51063,32766,14480,14742,12969,56274.0,882235,17268.0
